lang,cid,sid,topic,metric_description,metric_code,page,file_stem,sasb_category,sasb_unit_of_measure,sasb_key_terms,sasb_what_counts,pred_label,category_match,unit_match
chinese,npc,21,勞工健康與安全,(a) 直接員工之 (2) 死亡率,TC-SC-320a.2,79,npc_079,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
chinese,npc,1,溫室氣體排放,範疇 1 排放之全球總排放量,TC-SC-110a.1,58,npc_058,Quantitative,Metric tons (t) CO2-e|Percentage (%),Scope 1 emissions|greenhouse gas|GHG|perfluorocompounds|PFC|carbon emissions|emissions-limiting regulations|global warming potential,"Two values: (1) gross global Scope 1 GHG emissions in metric tons CO2-equivalent, and percentage covered under emissions-limiting regulations (e.g. cap-and-trade, carbon tax); (2) subset of those emissions from perfluorocompounds (PFCs) used in semiconductor manufacturing. Excludes biogenic CO2.",,,
chinese,npc,10,水管理,(1) 所有來源之取水量（以千立方公尺為單位）,TC-SC-140a.1,56,npc_056,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive.",,,
chinese,npc,11,水管理,(2) 營運中之耗水量（以千立方公尺為單位）,TC-SC-140a.1,56,npc_056,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive.",,,
chinese,npc,26,勞工健康與安全,對用於整合安全文化之管理系統之討論,TC-SC-320a.1,82,npc_082,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost).",,,
chinese,spt,17,Counterfeit Drugs,說明於供應鏈中維持產品可追溯性並防範仿冒所採用的方法與技術,HC-BP-430a.1,94,spt_094,Quantitative,Percentage (%),supplier audit|supply chain|social audit|environmental audit|third-party audit|SMETA|supplier compliance|supply chain sustainability,"Percentage of suppliers (by tier) audited against a third-party social and environmental standard (RBA, SMETA, SA8000, etc.). Report by supplier tier (Tier 1 vs. Tier 2+).",,,
chinese,spt,18,Counterfeit Drugs,說明針對偽藥風險之通報流程，包括對客戶與業務夥伴之提醒方式,HC-BP-240b.3,94,spt_094,Discussion and Analysis,n/a,quality management|GMP|product recall|quality control|manufacturing quality|CAPA|FDA warning letter|quality systems,"Qualitative description of: quality management system (GMP compliance, ISO certification), recall procedures, CAPA (corrective and preventive action) processes, manufacturing quality controls, and FDA/EMA inspection history.",,,
chinese,spt,21,Ethical Marketing,說明管控產品非標示用途推廣行為的倫理準則,HC-BP-270a.2,94,spt_094,Discussion and Analysis,n/a,off-label promotion|code of ethics|marketing code|pharmaceutical marketing|PhRMA code|EFPIA code|physician relationships|medical education,"Qualitative description of: code of ethics for product promotion, policies on off-label communications, compliance with PhRMA/EFPIA or equivalent codes, management of medical education activities, and physician payment transparency.",,,
chinese,spt,17,Counterfeit Drugs,說明於供應鏈中維持產品可追溯性並防範仿冒所採用的方法與技術,HC-BP-430a.1,95,spt_095,Quantitative,Percentage (%),supplier audit|supply chain|social audit|environmental audit|third-party audit|SMETA|supplier compliance|supply chain sustainability,"Percentage of suppliers (by tier) audited against a third-party social and environmental standard (RBA, SMETA, SA8000, etc.). Report by supplier tier (Tier 1 vs. Tier 2+).",,,
chinese,spt,18,Counterfeit Drugs,說明針對偽藥風險之通報流程，包括對客戶與業務夥伴之提醒方式,HC-BP-240b.3,95,spt_095,Discussion and Analysis,n/a,quality management|GMP|product recall|quality control|manufacturing quality|CAPA|FDA warning letter|quality systems,"Qualitative description of: quality management system (GMP compliance, ISO certification), recall procedures, CAPA (corrective and preventive action) processes, manufacturing quality controls, and FDA/EMA inspection history.",,,
chinese,spt,21,Ethical Marketing,說明管控產品非標示用途推廣行為的倫理準則,HC-BP-270a.2,95,spt_095,Discussion and Analysis,n/a,off-label promotion|code of ethics|marketing code|pharmaceutical marketing|PhRMA code|EFPIA code|physician relationships|medical education,"Qualitative description of: code of ethics for product promotion, policies on off-label communications, compliance with PhRMA/EFPIA or equivalent codes, management of medical education activities, and physician payment transparency.",,,
chinese,spt,22,"Employee Recruitment, Development & Retention",說明針對科學家與研發人員的人才招募與留任措施,HC-BP-330a.2,66,spt_066,Discussion and Analysis,n/a,talent management|employee recruitment|employee retention|development programs|training|succession planning|talent pipeline|R&D talent,"Qualitative description of: strategies to attract and retain scientific/technical talent, employee development and training programs, succession planning, diversity in recruitment, compensation and benefits strategies, and turnover management.",,,
chinese,standard,5,Access to Medicines,說明提升醫療產品可近性之行動與倡議，涵蓋 Access to Medicine Index 所定義的優先疾病與國家,HC-BP-210a.2,57,standard_057,Discussion and Analysis,n/a,access to medicines|tiered pricing|licensing|voluntary licensing|generic medicines|patient assistance|differential pricing|Access to Medicine Index,"Qualitative description of strategies to improve medicine access including: tiered/differential pricing for low-income countries, voluntary licensing of generics, patient assistance programs, not-for-profit pricing, donations, and educational initiatives.",,,
chinese,standard,22,"Employee Recruitment, Development & Retention",說明針對科學家與研發人員的人才招募與留任措施,HC-BP-330a.2,59,standard_059,Discussion and Analysis,n/a,talent management|employee recruitment|employee retention|development programs|training|succession planning|talent pipeline|R&D talent,"Qualitative description of: strategies to attract and retain scientific/technical talent, employee development and training programs, succession planning, diversity in recruitment, compensation and benefits strategies, and turnover management.",,,
chinese,standard,22,"Employee Recruitment, Development & Retention",說明針對科學家與研發人員的人才招募與留任措施,HC-BP-330a.2,60,standard_060,Discussion and Analysis,n/a,talent management|employee recruitment|employee retention|development programs|training|succession planning|talent pipeline|R&D talent,"Qualitative description of: strategies to attract and retain scientific/technical talent, employee development and training programs, succession planning, diversity in recruitment, compensation and benefits strategies, and turnover management.",,,
chinese,gtg,1,Energy Affordability,(1) 住宅用戶的零售天然氣平均費率,IF-GU-240a.1,52,gtg_052,Quantitative,Presentation currency per gigajoule (GJ),retail gas rate|residential customers|commercial customers|industrial customers|gas price|energy affordability|tariff|utility rate,"Three values: average retail natural gas rate (in presentation currency per GJ or per unit used) disaggregated by customer class: (1) residential, (2) commercial, (3) industrial. Rates should reflect actual billed rates including distribution charges.",,,
chinese,gtg,2,Energy Affordability,(2) 商業用戶的零售天然氣平均費率,IF-GU-240a.1,52,gtg_052,Quantitative,Presentation currency per gigajoule (GJ),retail gas rate|residential customers|commercial customers|industrial customers|gas price|energy affordability|tariff|utility rate,"Three values: average retail natural gas rate (in presentation currency per GJ or per unit used) disaggregated by customer class: (1) residential, (2) commercial, (3) industrial. Rates should reflect actual billed rates including distribution charges.",,,
chinese,gtg,3,Energy Affordability,(3) 工業用戶的零售天然氣平均費率,IF-GU-240a.1,52,gtg_052,Quantitative,Presentation currency per gigajoule (GJ),retail gas rate|residential customers|commercial customers|industrial customers|gas price|energy affordability|tariff|utility rate,"Three values: average retail natural gas rate (in presentation currency per GJ or per unit used) disaggregated by customer class: (1) residential, (2) commercial, (3) industrial. Rates should reflect actual billed rates including distribution charges.",,,
